"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Burnt Umber Cake 574","Burnt Umber Cake 574","burnt umber watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P053AL01",,"yes","yes","no","no"
"Indigo Cake 573","Indigo Cake 573","indigo: watercolour cakes","Restricted","watercolour cakes",,,,"C4","C4P054AL01",,"yes","yes","no","no"
"Rose Madder Cake 570","Rose Madder Cake 570","rose madder watercolour cakes","Restricted","watercolour cakes, notes on quality, miscellaneous materials","cire savon",,,"C4","C4P055AL01",,"no","yes","no","no"
"Lemon Yellow Cake 569","Lemon Yellow Cake 569","lemon yellow: watercolour",,"watercolour cakes, notes on quality",,,,"C4","C4P056AL01",,"no","yes","no","no"
"Yellow Lake Cake 568","Yellow Lake Cake 568","yellow lake watercolour cakes",,"watercolour cakes, notes on quality",,"Newman",,"C4","C4P057AL01",,"no","yes","no","no"
"[yellow lake] Cake 470","[yellow lake] Cake 470","yellow lake watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P057AL12",,"yes","yes","no","no"
"Carmine Cake 559","Carmine Cake 559","carmine watercolour cakes","Restricted","watercolour cakes",,"Huskns",,"C4","C4P058AL01",,"no","yes","no","no"
"[carmine] Cake 507","[carmine] Cake 507","carmine watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P058AL15",,"no","yes","no","no"
"Mars Orange Cake 558","Mars Orange Cake 558","mars orange watercolour cakes",,"watercolour cakes, notes on quality",,"Colcomb's",,"C4","C4P059AL01",,"no","yes","no","no"
"French Blue Cake 537","French Blue Cake 537","French blue : watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P060AL01",,"no","yes","no","no"
"Constant White Cake 532","Constant White Cake 532","constant white watercolour cake",,"watercolour cakes, notes on quality",,"Newman",,"C4","C4P061AL01",,"no","yes","no","no"
"Bistre Cake 527","Bistre Cake 527","bistre: watercolour cakes",,"watercolour cakes",,,,"C4","C4P062AL01",,"no","yes","no","no"
"[bistre] Cake 429","[bistre] Cake 429","bistre: watercolour cakes",,"watercolour cakes",,,,"C4","C4P062AL11",,"no","yes","no","no"
"Burnt Sienna Cake 518","Burnt Sienna Cake 518","burnt sienna watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P063AL01",,"no","yes","no","no"
"[burnt sienna] Cake 494","[burnt sienna] Cake 494","burnt sienna watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P063AL16",,"no","yes","no","no"
"Rose Madder Cake 509","Rose Madder Cake 509","rose madder watercolour cakes","Restricted","watercolour cakes, notes on quality",,"Newman",,"C4","C4P064AL01",,"no","yes","no","no"
"Sepia Cake 506","Sepia Cake 506","sepia watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P065AL01",,"no","yes","no","no"
"Sepia Shreds 493","Sepia Shreds 493","sepia: watercolour",,"watercolour, notes on grinding",,"M L V (the Steam Grinding Factory at Southwark)",,"C4","C4P066AL01",,"no","no","no","no"
"sepia: watercolour","sepia: watercolour","sepia: watercolour",,"watercolour",,,,"C4","C4P066BL01",,"no","no","no","no"
"Roman Ochre Cake 485","Roman Ochre Cake 485","Roman ochre watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P067AL01",,"no","yes","no","no"
"Emerald Green Cake 469","Emerald Green Cake 469","emerald green watercolour cakes",,"watercolour cakes",,"Berger, M L V (the Steam Grinding Factory at Southwark)",,"C4","C4P068AL01",,"no","yes","no","no"
"Black Sepia, British Ink, or Shading Ink. Cake 465","Black Sepia, British Ink, or Shading Ink. Cake 465","black sepia, British Ink, shading ink: watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P069AL01",,"no","yes","no","no"
"Carmine Cake 464","Carmine Cake 464","carmine watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P070AL01",,"no","yes","no","no"
"Deep Chrome Cake 463","Deep Chrome Cake 463","deep chrome watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P071AL01",,"no","yes","no","no"
"Olive Green Cake 460","Olive Green Cake 460","olive green: watercolour",,"watercolour cakes, notes on quality",,"Newman",,"C4","C4P072AL01",,"no","yes","no","no"
"[olive green] Cake 417","[olive green] Cake 417","olive green: watercolour","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P072AL11",,"no","yes","no","no"
"Orange Chrome Cake 457","Orange Chrome Cake 457","orange chrome cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P073AL01",,"no","yes","no","no"
"[orange chrome] Cake 457A","[orange chrome] Cake 457A","orange chrome cakes",,"watercolour cakes, notes on quality",,"Cuilley",,"C4","C4P073AL09",,"no","yes","no","no"
"Deep Chrome Cake 456","Deep Chrome Cake 456","deep chrome watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P074AL01",,"no","yes","no","no"
"Red Ochre Cake 454","Red Ochre Cake 454","red ochre watercolour cakes",,"watercolour cakes, notes on quality",,,,"C4","C4P075AL01",,"no","yes","no","no"
"Indigo Cake 444","Indigo Cake 444","indigo: watercolour cakes","Restricted","watercolour cakes, notes on quality",,,,"C4","C4P076AL01",,"no","yes","no","no"
"Bronze Cake 4432","Bronze Cake 4432","bronze watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P077AL01",,"no","no","no","no"
"Dragons' Blood Cake 4431","Dragons' Blood Cake 4431","Dragon's blood watercolour",,"watercolour cakes",,,"1877","C4","C4P078AL01",,"no","no","no","no"
"Dragon's blood watercolour","Dragon's blood watercolour","Dragon's blood watercolour","Restricted","watercolour cakes, quantities",,,,"C4","C4P078AL13",,"no","no","no","no"
"[dragons' blood] Cake 4123","[dragons' blood] Cake 4123","Dragon's blood watercolour",,"watercolour cakes, quantities",,,"1875","C4","C4P078AL18",,"no","yes","no","no"
"Warm Sepia Cake 4430 ","Warm Sepia Cake 4430","warm sepia watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P079AL01",,"no","no","no","no"
"Cadmium Yellow Cake 4429","Cadmium Yellow Cake 4429","cadmium yellow watercolour cake","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P080AL01",,"no","no","no","no"
"Emerald Green Cake 4411","Emerald Green Cake 4411","emerald green watercolour cakes","Restricted","watercolour cakes, notes on quality",,,"1877","C4","C4P081AL01",,"no","yes","no","no"
"[emerald green] Cake 4412","[emerald green] Cake 4412","emerald green watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P081AL13",,"no","no","no","no"
"[emerald green] Cake 4095","[emerald green] Cake 4095","emerald green watercolour cakes","Restricted","watercolour cakes, quantities",,,"1875","C4","C4P081AL17",,"no","no","no","no"
"[emerald green] Cake 4413","[emerald green] Cake 4413","emerald green watercolour cakes",,"watercolour cakes, quantities",,,"1877","C4","C4P081BL04",,"no","no","no","no"
"Carmine Cake 4410","Carmine Cake 4410","carmine watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P082AL01",,"no","no","no","no"
"[carmine] Cake 4410A","[carmine] Cake 4410A","carmine watercolour cakes",,"watercolour cakes",,,"1877","C4","C4P082AL12",,"no","no","no","no"
"[carmine] Cake 4313","[carmine] Cake 4313","carmine watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P082AL13",,"no","no","no","no"
"[carmine] Cake 4494","[carmine] Cake 4494","carmine watercolour cakes",,"watercolour cakes",,,"1877","C4","C4P082AL20",,"no","no","no","no"
"[carmine] Cake 4494A","[carmine] Cake 4494A","carmine watercolour cakes",,"watercolour cakes",,,"1877","C4","C4P082BL06",,"no","no","no","no"
"Chinese White Cake 4409","Chinese White Cake 4409","Chinese White: watercolour",,"watercolour cakes",,,"1877","C4","C4P083AL01",,"no","no","no","no"
"[Chinese white] Cake 4342","[Chinese white] Cake 4342","Chinese White: watercolour",,"watercolour cakes, quantities",,,"1876","C4","C4P083AL12",,"no","no","no","no"
"[Chinese white] Cake 4037","[Chinese white] Cake 4037","Chinese White: watercolour",,"watercolour cakes, quantities",,,"1874","C4","C4P083AL21",,"no","no","no","no"
"[Chinese white] Cake 3860","[Chinese white] Cake 3860","Chinese White: watercolour",,"watercolour cakes",,,"1873","C4","C4P083BL01",,"no","no","no","no"
"Indigo Cake 4403","Indigo Cake 4403","indigo: watercolour cakes",,"watercolour cakes, notes on grinding",,,"1877","C4","C4P084AL01",,"no","no","no","no"
"[indigo] Cake 4173","[indigo] Cake 4173","indigo: watercolour cakes",,"watercolour cakes, quantities",,,"1875","C4","C4P084AL15",,"no","no","no","no"
"[indigo] Cake 4170","[indigo] Cake 4170","indigo: watercolour cakes",,"watercolour cakes",,,"1875","C4","C4P084AL18",,"no","no","no","no"
"indigo: watercolour cakes","indigo: watercolour cakes","indigo: watercolour cakes","Restricted","watercolour cakes, quantities",,,"1875","C4","C4P084BL01",,"no","no","no","no"
"Rose Madder Cake 4402","Rose Madder Cake 4402","rose madder watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P085AL01",,"no","no","no","no"
"Rose Madder Cake 4286","Rose Madder Cake 4286","rose madder watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P085AL11",,"no","no","no","no"
"[rose madder] Cake 4039","[rose madder] Cake 4039","rose madder watercolour cakes","Restricted","watercolour cakes, quantities",,,"1874","C4","C4P085BL09",,"no","no","no","no"
"Purple Madder Cake 4401","Purple Madder Cake 4401","purple madder: watercolour","Restricted","watercolour cakes, notes on grinding, quantities",,,"1877","C4","C4P086AL01",,"no","no","no","no"
"Purple Lake Cake 4400","Purple Lake Cake 4400","purple lake watercolour cakes","Restricted","watercolour cakes, notes on grinding, quantities",,"Perkins","1877","C4","C4P087AL01",,"no","no","no","no"
"[purple lake] Cake 4230","[purple lake] Cake 4230","purple lake watercolour cakes",,"watercolour cakes, quantities",,,"1875","C4","C4P087AL15",,"no","yes","no","no"
"[purple lake] Cake 4190","[purple lake] Cake 4190","purple lake watercolour cakes",,"watercolour cakes, quantities",,,"1875","C4","C4P087AL20",,"no","no","no","no"
"Orange Vermilion Cake 4394","Orange Vermilion Cake 4394","orange vermilion: watercolour","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P088AL01",,"no","no","no","no"
"Indian Yellow Cake 4393","Indian Yellow Cake 4393","Indian yellow: watercolour cakes","Restricted","watercolour cakes, quantities",,,"1877","C4","C4P089AL01",,"no","no","no","no"
"[Indian yellow] Cake 4093","[Indian yellow] Cake 4093","Indian yellow: watercolour cakes","Restricted","watercolour cakes, quantities",,,"1874","C4","C4P089AL16",,"no","no","no","no"
"Gallstone Shreds For Cakes or Moists Cake 4386","Gallstone Shreds For Cakes or M<em>oi</em>sts Cake 4386","gallstone watercolour",,"watercolour",,"Cory's","1876","C4","C4P090AL01",,"no","no","no","no"
"Bronze Shreds Cake 4385","Bronze Shreds Cake 4385","bronze watercolour shreds",,"watercolour",,,"1876","C4","C4P091AL01",,"no","no","no","no"
"bronze watercolour cakes","bronze watercolour cakes","bronze watercolour cakes",,"watercolour cakes, quantities, notes on quality",,"A. H. N.","1876","C4","C4P091AL11",,"no","yes","no","no"
"Sap Green Cake 4384","Sap Green Cake 4384","sap green watercolour cakes",,"watercolour cakes, quantities",,"J.W.","1876","C4","C4P092AL01",,"no","yes","no","no"
"[sap green] Cake 4282","[sap green] Cake 4282","sap green watercolour cakes",,"watercolour cakes, quantities",,"J.W.","1875","C4","C4P092AL14",,"no","yes","no","no"
"[sap green] Cake 4101","[sap green] Cake 4101","sap green watercolour cakes",,"watercolour cakes, quantities",,,"1875","C4","C4P092AL17",,"no","yes","no","no"
"[sap green] Cake 3954","[sap green] Cake 3954","sap green watercolour cakes",,"watercolour cakes",,,"1874","C4","C4P092BL05",,"no","no","no","no"
"Pure Scarlet Cake 4382","Pure Scarlet Cake 4382","pure scarlet watercolour cakes",,"watercolour cakes, quantities",,"J.W.","1876","C4","C4P093AL01",,"no","no","no","no"
"Cu P G A","Cu P G A","curdled plain gum arabic solution",,"miscellaneous materials, watercolour",,,,"C4","C4P093BL01",,"no","no","no","no"
"Ivory Black Cake 4381","Ivory Black Cake 4381","ivory black watercolour cake","Restricted","watercolour cakes",,"J.W.","1877","C4","C4P094AL01",,"no","no","no","no"
"[ivory black] Cake 4174","[ivory black] Cake 4174","ivory black watercolour cake","Restricted","watercolour cakes, notes on grinding, quantities",,,"1875","C4","C4P094AL12",,"no","no","no","no"
"Warm Sepia Cake 4379","Warm Sepia Cake 4379","warm sepia watercolour cakes","Restricted","watercolour cakes",,"J.W.","1876","C4","C4P095AL01",,"no","no","no","no"
"[warm sepia] Cake 4189","[warm sepia] Cake 4189","warm sepia watercolour cakes",,"watercolour cakes",,"J.W.","1875","C4","C4P095AL20",,"no","no","no","no"
"warm sepia watercolour cakes","warm sepia watercolour cakes","warm sepia watercolour cakes",,"watercolour cakes, quantities",,,,"C4","C4P095BL01",,"no","no","no","no"
"[warm sepia] Cake 3725","[warm sepia] Cake 3725","warm sepia watercolour cakes",,"watercolour cakes",,,"1875","C4","C4P095BL07",,"no","no","no","no"
"Deep Chrome Cake 4378","Deep Chrome Cake 4378","deep chrome watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P096AL01",,"no","no","no","no"
"[deep chrome] Cake 4108","[deep chrome] Cake 4108","deep chrome watercolour cakes","Restricted","watercolour cakes, quantities",,,"1875","C4","C4P096AL11",,"no","no","no","no"
"Constant White Cake 4377","Constant White Cake 4377","constant white watercolour cake",,"watercolour cakes, quantities",,"J.W.","1876","C4","C4P097AL01",,"no","no","no","no"
"[constant white] cake 4154","[constant white] cake 4154","constant white watercolour cake",,"watercolour cakes, quantities",,"J.W.","1875","C4","C4P097AL18",,"no","no","no","no"
"Neutral Orange Cake 4373","Neutral Orange Cake 4373","neutral orange watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P098AL01",,"no","no","no","no"
"Crimson Lake Cake 4370","Crimson Lake Cake 4370","crimson lake watercolour ","Restricted","watercolour cakes",,"J.W.","1876","C4","C4P099AL01",,"no","no","no","no"
"crimson lake watercolour ","crimson lake watercolour","crimson lake watercolour ","Restricted","watercolour cakes",,,,"C4","C4P099AL19",,"no","no","no","no"
"[crimson lake] Cake 4367","[crimson lake] Cake 4367","crimson lake watercolour ",,,,"J.W.","1876","C4","C4P099BL06",,"no","no","no","no"
"Madder Carmine Cake 4366","Madder Carmine Cake 4366","madder carmine watercolour cake","Restricted","watercolour cakes, notes on grinding",,,"1876","C4","C4P100AL01",,"no","no","no","no"
"[madder carmine] Cake 4211","[madder carmine] Cake 4211","madder carmine watercolour cake","Restricted","watercolour cakes, quantities",,"J.W.","1875","C4","C4P100BL07",,"no","yes","no","no"
"Cadmium Orange Cake 4365","Cadmium Orange Cake 4365","cadmium orange watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P101AL01",,"no","no","no","no"
"[cadmium orange] Cake 3953","[cadmium orange] Cake 3953","cadmium orange watercolour cakes","Restricted","watercolour cakes, quantities",,,"1874","C4","C4P101AL13",,"no","no","no","no"
"Antwerp Blue Cake 4364","Antwerp Blue Cake 4364","Antwerp blue : watercolour","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P102AL01",,"no","no","no","no"
"[Antwerp blue] Cake 4274","[Antwerp blue] Cake 4274","Antwerp blue : watercolour","Restricted","watercolour cakes, quantities",,"J.W.","1875","C4","C4P102AL14",,"no","no","no","no"
"Indian Yellow (no. 1) Shreds Cake 4363","Indian Yellow (no. 1) Shreds Cake 4363","Indian yellow: watercolour cakes",,"watercolour cakes, notes on grinding",,"J.W.","1876","C4","C4P103AL01",,"no","no","no","no"
"[Indian yellow] Cake 4158","[Indian yellow] Cake 4158","Indian yellow: watercolour cakes",,"watercolour cakes",,"J.W.","1875","C4","C4P103AL16",,"no","no","no","no"
"Indian Yellow (No 2) Shreds. Cake 3960","Indian Yellow (No 2) Shreds. Cake 3960","Indian yellow: watercolour cakes",,"watercolour cakes, notes on grinding",,"J.W.","1874","C4","C4P103BL01",,"no","no","no","no"
"Paynes's Grey. Cake 4362","Paynes's Grey. Cake 4362","Payne's grey watercolour cakes","Restricted","watercolour cakes",,,"1876","C4","C4P104AL01",,"no","no","no","no"
"Payne's grey watercolour cakes","Payne's grey watercolour cakes","Payne's grey watercolour cakes","Restricted","watercolour cakes, quantities",,"J.W.",,"C4","C4P104AL13",,"no","no","no","no"
"[Payne's grey] Cake 4351","[Payne's grey] Cake 4351","Payne's grey watercolour cakes",,"watercolour cakes, quantities",,,"1876","C4","C4P104AL18",,"no","no","no","no"
"Naples Yellow Cake 4360","Naples Yellow Cake 4360","Naples yellow watercolour cakes","Restricted","watercolour cakes, notes on grinding, quantities",,,"1876","C4","C4P105AL01",,"no","no","no","no"
"[Naples yellow] Cake 4359","[Naples yellow] Cake 4359","Naples yellow watercolour cakes",,"watercolour cakes, quantities",,,"1876","C4","C4P105AL17",,"no","no","no","no"
"Brown Madder Cake 4358","Brown Madder Cake 4358","brown madder: watercolour cakes","Restricted","watercolour cakes, quantities",,,"1876","C4","C4P106AL01",,"no","no","no","no"
"[brown madder] Cake 4279","[brown madder] Cake 4279","brown madder: watercolour cakes","Restricted","watercolour cakes, quantities",,,"1875","C4","C4P106AL14",,"no","no","no","no"
"[brown madder] Cake 3738","[brown madder] Cake 3738","brown madder: watercolour cakes","Restricted","watercolour cakes",,,"1873","C4","C4P106BL05",,"no","no","no","no"
